id	language	institutionID	institutionCode	collectionCode	basisOfRecord	materialSampleID	occurrenceID	catalogNumber	recordNumber	recordedBy	eventDate	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	minimumElevationInMeters	maximumElevationInMeters	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	georeferenceRemarks	scientificName	acceptedNameUsage	nameAccordingTo	kingdom	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	taxonomicStatus
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1009	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1009	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1009		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 15 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Inga edulis	Inga ynga	Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Inga	edulis	Especie		Mart.	
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1010	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1010	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1010		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 15 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Cordia alliodora		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Boraginales	Boraginaceae	Cordia	alliodora	Especie		(Ruiz & Pav.) Oken	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1011	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1011	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1011		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 15 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Samanea saman		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Samanea	saman	Especie		(Jacq.) Merr.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1012	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1012	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1012		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 15 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Sabal mauritiiformis		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Arecales	Arecaceae	Sabal	mauritiiformis	Especie		(H. Karst.) Griseb. & H. Wendl.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1013	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1013	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1013		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 15 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Enterolobium cyclocarpum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Enterolobium	cyclocarpum	Especie		(Jacq.) Griseb.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1014	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1014	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1014		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Guazuma ulmifolia		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Guazuma	ulmifolia	Especie		Lam.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1015	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1015	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1015		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Spondias mombin		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Spondias	mombin	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1016	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1016	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1016		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Thevetia ahouai		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Gentianales	Apocynaceae	Thevetia	ahouai	Especie		(L.) A. DC.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1017	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1017	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1017		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Cerro con vegetación., Presión dentro del fragmento: Infraestructura humana, pastoreo, turismo, Presión en la matriz que rodea el fragmento: Infraestructura humana, ganado, turismo.	SA	Colombia	CO	La Guajira	Dibulla	32	32	"11°14'36.6"""	"73°32'59"""	grados minutos segundos	WGS84	11.2435	-73.5497222	4		Attalea butyracea		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Arecales	Arecaceae	Attalea	butyracea	Especie		(Mutis ex L. f.) Wess. Boer	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1018	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1018	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1018		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 25 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Tabebuia rosea		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Lamiales	Bignoniaceae	Tabebuia	rosea	Especie		(Bertol.) A. DC.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1019	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1019	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1019		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 25 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Samanea saman		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Samanea	saman	Especie		(Jacq.) Merr.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1020	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1020	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1020		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 25 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Ficus dendrocida		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Rosales	Moraceae	Ficus	dendrocida	Especie		Kunth	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1021	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1021	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1021		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 25 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Sterculia apetala		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Sterculia	apetala	Especie		(Jacq.) H. Karst.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1022	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1022	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1022		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura emergente 25 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Anacardium excelsum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Anacardium	excelsum	Especie		(Kunth) Skeels	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1023	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1023	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1023		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Guazuma ulmifolia		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Guazuma	ulmifolia	Especie		Lam.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1024	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1024	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1024		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Elaeis oleifera		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Arecales	Arecaceae	Elaeis	oleifera	Especie		(Kunth) Cortés	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1025	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1025	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1025		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Spondias mombin		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Spondias	mombin	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1026	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1026	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1026		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Luehea candida		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Luehea	candida	Especie		(DC.) Mart.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1027	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1027	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1027		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Gynerium sagittatum		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Poales	Poaceae	Gynerium	sagittatum	Especie		(Aubl.) P. Beauv.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1028	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1028	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1028		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Rastrojo 100%, altura dosel 5 m., Caracteristicas del territorio: Bajo inundable con potreros., Presión dentro del fragmento: Infraestructura humana, pastoreo., Presión en la matriz que rodea el fragmento: Infraestructura humana, ganadería, cultivos agropecuarios.	SA	Colombia	CO	La Guajira	Dibulla	11	11	"11°14'35.5"""	"73°32'36.7"""	grados minutos segundos	WGS84	11.2431944	-73.5435278	5		Heliconia latispatha		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Zingiberales	Heliconiaceae	Heliconia	latispatha	Especie		Benth.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1029	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1029	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1029		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 25 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Cultivo agroforestal., Presión dentro del fragmento: Infraestructura humana, plantación forestal, Presión en la matriz que rodea el fragmento: Infraestructura humana, cultivos agropecuarios, turismo.	SA	Colombia	CO	La Guajira	Dibulla	26	26	"11°14'52.7"""	"73°33'7.2"""	grados minutos segundos	WGS84	11.2479722	-73.552	4		Swietenia macrophylla		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Meliaceae	Swietenia	macrophylla	Especie		King	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1030	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1030	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1030		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura emergente 25 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Cultivo agroforestal., Presión dentro del fragmento: Infraestructura humana, plantación forestal, Presión en la matriz que rodea el fragmento: Infraestructura humana, cultivos agropecuarios, turismo.	SA	Colombia	CO	La Guajira	Dibulla	26	26	"11°14'52.7"""	"73°33'7.2"""	grados minutos segundos	WGS84	11.2479722	-73.552	4		Acacia mangium		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Fabales	Fabaceae	Acacia	mangium	Especie		Willd.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1031	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1031	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1031		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura emergente 10 m., Caracteristicas del territorio: Cultivo agroforestal., Presión dentro del fragmento: Infraestructura humana, plantación forestal, Presión en la matriz que rodea el fragmento: Infraestructura humana, cultivos agropecuarios, turismo.	SA	Colombia	CO	La Guajira	Dibulla	26	26	"11°14'52.7"""	"73°33'7.2"""	grados minutos segundos	WGS84	11.2479722	-73.552	4		Spondias mombin		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Anacardiaceae	Spondias	mombin	Especie		L.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1032	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1032	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1032		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura emergente 10 m., Caracteristicas del territorio: Cultivo agroforestal., Presión dentro del fragmento: Infraestructura humana, plantación forestal, Presión en la matriz que rodea el fragmento: Infraestructura humana, cultivos agropecuarios, turismo.	SA	Colombia	CO	La Guajira	Dibulla	26	26	"11°14'52.7"""	"73°33'7.2"""	grados minutos segundos	WGS84	11.2479722	-73.552	4		Sterculia apetala		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Malvales	Malvaceae	Sterculia	apetala	Especie		(Jacq.) H. Karst.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1033	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1033	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1033		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%., Cobertura Rastrojo 10%, altura emergente 10 m., Caracteristicas del territorio: Cultivo agroforestal., Presión dentro del fragmento: Infraestructura humana, plantación forestal, Presión en la matriz que rodea el fragmento: Infraestructura humana, cultivos agropecuarios, turismo.	SA	Colombia	CO	La Guajira	Dibulla	26	26	"11°14'52.7"""	"73°33'7.2"""	grados minutos segundos	WGS84	11.2479722	-73.552	4		Tabebuia rosea		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Lamiales	Bignoniaceae	Tabebuia	rosea	Especie		(Bertol.) A. DC.	Aceptado
IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1034	es	820000142-2	IAvH	IAvH	Observación humana		IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1034	IAvH:BICUB:CARIBE:PLANTAE:OBSERVACIONHUMANA:I2D-BIO_2013_IN020:1034		Hermes Cuadros	31/10/2013	Bosque Seco Tropical	Cobertura Bosque Secundario 90%, altura dosel 15 m., Cobertura Rastrojo 10%., Caracteristicas del territorio: Cultivo agroforestal., Presión dentro del fragmento: Infraestructura humana, plantación forestal, Presión en la matriz que rodea el fragmento: Infraestructura humana, cultivos agropecuarios, turismo.	SA	Colombia	CO	La Guajira	Dibulla	26	26	"11°14'52.7"""	"73°33'7.2"""	grados minutos segundos	WGS84	11.2479722	-73.552	4		Swietenia macrophylla		Taxonomía y estado taxonómico tomado de http://tnrs.iplantcollaborative.org	Plantae	Equisetopsida	Sapindales	Meliaceae	Swietenia	macrophylla	Especie		King	Aceptado
