"","Estacion","State","AsocPlot","Species","Trans","Perm","Number"
"407","Censo","Bolivar","T2P3","Odontomachus bauri","Low","High",5
"408","Recenso","Bolivar","T2P3","Odontomachus bauri","Low","High",16
"409","Recenso","Tolima","T2P3","Odontomachus bauri","Low","High",23
"410","Censo","Bolivar","T2P3","Odontomachus chelifer","Low","High",2
"411","Recenso","Bolivar","T2P3","Odontomachus chelifer","Low","High",19
"412","Censo","Guajira","T2P1","Pachycondyla harpax","Low","High",12
"413","recenso","Guajira","T2P1","Pachycondyla harpax","Low","High",11
"414","Recenso","Huila","T2P2","Pachycondyla harpax","Low","High",3
"415","Censo","Bolivar","T2P3","Pachycondyla harpax","Low","High",5
"416","Recenso","Bolivar","T2P3","Pachycondyla harpax","Low","High",5
"417","Recenso","Tolima","T2P3","Pachycondyla harpax","Low","High",5
"418","Censo","Guajira","T2P1","Pachycondyla impressa","Low","High",4
"419","Censo","Bolivar","T2P3","Pachycondyla impressa","Low","High",1
"420","Recenso","Bolivar","T2P3","Pachycondyla impressa","Low","High",2
"421","Censo","Huila","T2P2","Pheidole","Low","High",17
"422","Recenso","Huila","T2P2","Pheidole","Low","High",45
"423","Recenso","Bolivar","T2P3","Pheidole","Low","High",25
"424","Censo","Tolima","T2P3","Pheidole","Low","High",22
"425","Recenso","Tolima","T2P3","Pheidole","Low","High",33
"426","recenso","Guajira","T2P1","Pheidole scalaris","Low","High",1
"427","Censo","Bolivar","T2P3","Pheidole scalaris","Low","High",2
"428","Recenso","Bolivar","T2P3","Rasopone arhuaca","Low","High",2
"429","Recenso","Bolivar","T2P3","Rasopone ferruginea","Low","High",1
"430","Censo","Guajira","T2P1","Rogeria belti","Low","High",3
"431","recenso","Guajira","T2P1","Rogeria belti","Low","High",6
"432","Censo","Guajira","T2P1","Rogeria curvipubens","Low","High",5
"433","recenso","Guajira","T2P1","Rogeria curvipubens","Low","High",3
"434","Recenso","Huila","T2P2","Rogeria curvipubens","Low","High",2
"435","Censo","Tolima","T2P3","Rogeria curvipubens","Low","High",4
"436","Censo","Guajira","T2P1","Rogeria foreli","Low","High",4
"437","recenso","Guajira","T2P1","Rogeria foreli","Low","High",6
"438","Recenso","Tolima","T2P3","Rogeria foreli","Low","High",1
"439","Censo","Guajira","T2P1","Sericomyrmex amabilis","Low","High",1
"440","Censo","Bolivar","T2P3","Sericomyrmex amabilis","Low","High",2
"441","Recenso","Bolivar","T2P3","Sericomyrmex amabilis","Low","High",10
"442","Recenso","Bolivar","T2P3","Sericomyrmex mayri","Low","High",12
"443","Recenso","Huila","T2P2","Solenopsis","Low","High",20
"444","Recenso","Bolivar","T2P3","Solenopsis","Low","High",14
"445","Censo","Tolima","T2P3","Solenopsis","Low","High",6
"446","Recenso","Tolima","T2P3","Solenopsis","Low","High",13
"447","Censo","Bolivar","T2P3","Solenopsis altinodis","Low","High",5
"448","Censo","Bolivar","T2P3","Solenopsis azteca","Low","High",1
"449","Censo","Bolivar","T2P3","Solenopsis brevicornis","Low","High",3
"450","Censo","Guajira","T2P1","Solenopsis pigmea","Low","High",1
"451","Censo","Guajira","T2P1","Solenopsis pollux","Low","High",6
"452","recenso","Guajira","T2P1","Solenopsis pollux","Low","High",7
"453","Censo","Bolivar","T2P3","Solenopsis pollux","Low","High",2
"454","Censo","Guajira","T2P1","Solenopsis subterrranea","Low","High",1
"455","recenso","Guajira","T2P1","Solenopsis subterrranea","Low","High",1
"456","recenso","Guajira","T2P1","Solenopsis vinsoni","Low","High",1
"457","Censo","Bolivar","T2P3","Strumigenys denticulata","Low","High",1
"458","Censo","Guajira","T2P1","Strumigenys eggersi","Low","High",1
"459","recenso","Guajira","T2P1","Strumigenys eggersi","Low","High",2
"460","Censo","Guajira","T2P1","Strumigenys elongata","Low","High",1
"461","recenso","Guajira","T2P1","Strumigenys elongata","Low","High",5
"462","Recenso","Huila","T2P2","Strumigenys elongata","Low","High",1
"463","Recenso","Bolivar","T2P3","Strumigenys elongata","Low","High",3
"464","recenso","Guajira","T2P1","Strumigenys grytava","Low","High",2
"465","Recenso","Bolivar","T2P3","Strumigenys grytava","Low","High",1
"466","Recenso","Huila","T2P2","Strumigenys gundlachi","Low","High",6
"467","Recenso","Bolivar","T2P3","Strumigenys gundlachi","Low","High",6
"468","Recenso","Tolima","T2P3","Strumigenys gundlachi","Low","High",13
"469","recenso","Guajira","T2P1","Strumigenys lanuginosa","Low","High",1
"470","Recenso","Bolivar","T2P3","Strumigenys marginiventris","Low","High",2
"471","Recenso","Huila","T2P2","Strumigenys perparva","Low","High",13
"472","recenso","Guajira","T2P1","Strumigenys spathula","Low","High",1
"473","Censo","Bolivar","T2P3","Tapinoma cf. ramulorum","Low","High",1
"474","Censo","Huila","T2P2","Tapinoma melanocephalum","Low","High",1
"475","Recenso","Huila","T2P2","Tetramorium bicarinatum","Low","High",1
"476","Recenso","Huila","T2P2","Thaumatomyrmex zeteki","Low","High",1
"477","Censo","Guajira","T2P1","Trachymyrmex cornetzi","Low","High",1
"478","Recenso","Tolima","T2P3","Trachymyrmex irmgardae","Low","High",6
"479","Recenso","Bolivar","T2P3","Tranopelta gilva","Low","High",1
"480","Censo","Guajira","T2P1","Trichomyrmex destructor","Low","High",1
"481","recenso","Guajira","T2P1","Trichomyrmex destructor","Low","High",3
"482","Recenso","Bolivar","T2P3","Trichomyrmex destructor","Low","High",1
"483","Censo","Tolima","T2P3","Trichomyrmex destructor","Low","High",1
"484","Censo","Guajira","T2P1","Wasmannia auropunctata","Low","High",14
"485","recenso","Guajira","T2P1","Wasmannia auropunctata","Low","High",18
"486","Censo","Huila","T2P2","Wasmannia auropunctata","Low","High",1
"487","Recenso","Huila","T2P2","Wasmannia auropunctata","Low","High",255
"488","Censo","Bolivar","T2P3","Wasmannia auropunctata","Low","High",3
"489","Recenso","Bolivar","T2P3","Wasmannia auropunctata","Low","High",7
"490","Censo","Tolima","T2P3","Wasmannia auropunctata","Low","High",2
"491","Recenso","Tolima","T2P3","Wasmannia auropunctata","Low","High",75
"492","Recenso","Cesar","T2P1","Acromyrmex santschii","Med","High",1
"493","Censo","Bolivar","T1P2","Acropyga exsanguis","Med","High",1
"494","recenso","Cesar","T1P2","Acropyga exsanguis","Med","High",1
"495","recenso","Cesar","T1P2","Acropyga fuhrmanni","Med","High",1
"496","recenso","Cesar","T1P2","Acropyga smithi","Med","High",2
"497","Censo","Guajira","T1P3","Acropyga smithi","Med","High",3
"498","recenso","Guajira","T1P3","Acropyga smithi","Med","High",2
"499","Censo","Bolivar","T1P2","Anochetus diegensis","Med","High",3
"500","Recenso","Cesar","T1P2","Anochetus diegensis","Med","High",2
"501","Censo","Guajira","T1P3","Anochetus diegensis","Med","High",7
"502","recenso","Guajira","T1P3","Anochetus diegensis","Med","High",1
"503","Censo","Cesar","T2P1","Anochetus inermis","Med","High",6
"504","Recenso","Huila","T1P1","Anochetus simoni","Med","High",1
"505","Censo","Tolima","T3P1","Anochetus simoni","Med","High",3
"506","Censo","Guajira","T1P3","Apterostigma","Med","High",1
"507","Recenso","Huila","T1P1","Atta cephalotes","Med","High",17
"508","recenso","Cesar","T1P2","Atta cephalotes","Med","High",2
"509","Recenso","Cesar","T1P2","Atta cephalotes","Med","High",25
"510","Recenso","Bolivar","T1P2","Atta colombica","Med","High",8
"511","Censo","Guajira","T1P3","Atta colombica","Med","High",2
"512","recenso","Guajira","T1P3","Atta colombica","Med","High",1
"513","recenso","Cesar","T1P2","Azteca alfaroi","Med","High",1
"514","Censo","Bolivar","T1P2","Brachymyrmex cavernicola","Med","High",2
"515","Censo","Huila","T1P1","Brachymyrmex heeri","Med","High",5
"516","Recenso","Cesar","T2P1","Brachymyrmex heeri","Med","High",14
"517","recenso","Cesar","T1P2","Camponotus brettesi","Med","High",1
"518","Censo","Bolivar","T1P2","Camponotus sennex","Med","High",1
"519","recenso","Guajira","T1P3","Carebara brevipilosa","Med","High",1
"520","Censo","Huila","T1P1","Carebara urichi","Med","High",8
"521","Recenso","Huila","T1P1","Carebara urichi","Med","High",6
"522","Censo","Bolivar","T1P2","Carebara urichi","Med","High",1
"523","Recenso","Cesar","T1P2","Carebara urichi","Med","High",14
"524","Censo","Bolivar","T1P2","Cephalotes atratus","Med","High",1
"525","Censo","Guajira","T1P3","Cephalotes atratus","Med","High",2
"526","Recenso","Huila","T1P1","Cephalotes minutus","Med","High",1
"527","Recenso","Cesar","T2P1","Cephalotes minutus","Med","High",4
"528","Recenso","Tolima","T3P1","Cephalotes minutus","Med","High",1
"529","Censo","Huila","T1P1","Crematogaster","Med","High",1
"530","Recenso","Huila","T1P1","Crematogaster","Med","High",2
"531","Recenso","Bolivar","T1P2","Crematogaster","Med","High",55
"532","Censo","Tolima","T3P1","Crematogaster","Med","High",2
"533","recenso","Cesar","T1P2","Crematogaster carinata","Med","High",1
"534","recenso","Guajira","T1P3","Crematogaster cf. tenuicula","Med","High",1
"535","Censo","Cesar","T2P1","Crematogaster curvispinosa","Med","High",1
"536","Censo","Bolivar","T1P2","Crematogaster flavosensitiva","Med","High",5
"537","recenso","Cesar","T1P2","Crematogaster flavosensitiva","Med","High",1
"538","Censo","Guajira","T1P3","Crematogaster flavosensitiva","Med","High",9
"539","Censo","Bolivar","T1P2","Crematogaster limata","Med","High",2
"540","Censo","Cesar","T2P1","Cyphomyrmex cf. dixus","Med","High",2
"541","Censo","Bolivar","T1P2","Cyphomyrmex costatus","Med","High",1
"542","Censo","Guajira","T1P3","Cyphomyrmex costatus","Med","High",10
"543","recenso","Guajira","T1P3","Cyphomyrmex costatus","Med","High",3
"544","Censo","Tolima","T3P1","Cyphomyrmex costatus","Med","High",1
"545","Recenso","Tolima","T3P1","Cyphomyrmex costatus","Med","High",8
"546","Censo","Guajira","T1P3","Cyphomyrmex minutus","Med","High",5
"547","recenso","Guajira","T1P3","Cyphomyrmex minutus","Med","High",2
"548","Censo","Cesar","T2P1","Cyphomyrmex minutus","Med","High",2
"549","Recenso","Huila","T1P1","Cyphomyrmex rimosus","Med","High",18
"550","Recenso","Bolivar","T1P2","Cyphomyrmex rimosus","Med","High",3
"551","Recenso","Cesar","T1P2","Cyphomyrmex rimosus","Med","High",12
"552","Censo","Cesar","T2P1","Cyphomyrmex rimosus","Med","High",1
"553","Recenso","Cesar","T2P1","Cyphomyrmex rimosus","Med","High",9
"554","Censo","Tolima","T3P1","Cyphomyrmex rimosus","Med","High",2
"555","Recenso","Tolima","T3P1","Cyphomyrmex rimosus","Med","High",1
"556","Recenso","Huila","T1P1","Discothyrea","Med","High",4
"557","Recenso","Bolivar","T1P2","Discothyrea","Med","High",2
"558","Censo","Bolivar","T1P2","Discothyrea humilis","Med","High",1
"559","Censo","Bolivar","T1P2","Discothyrea neotropica","Med","High",1
"560","Censo","Guajira","T1P3","Discothyrea neotropica","Med","High",2
"561","Censo","Huila","T1P1","Dolichoderus bispinosus","Med","High",1
"562","Recenso","Huila","T1P1","Dolichoderus bispinosus","Med","High",15
"563","Censo","Bolivar","T1P2","Dolichoderus bispinosus","Med","High",2
"564","Recenso","Bolivar","T1P2","Dolichoderus bispinosus","Med","High",3
"565","recenso","Guajira","T1P3","Dolichoderus bispinosus","Med","High",1
"566","Censo","Bolivar","T1P2","Dolichoderus imitator","Med","High",1
"567","Recenso","Bolivar","T1P2","Eciton burchellii","Med","High",1
"568","Censo","Huila","T1P1","Ectatomma confine","Med","High",27
"569","Recenso","Huila","T1P1","Ectatomma confine","Med","High",16
"570","Recenso","Bolivar","T1P2","Ectatomma ruidum","Med","High",1
"571","recenso","Cesar","T1P2","Ectatomma ruidum","Med","High",1
"572","Recenso","Cesar","T1P2","Ectatomma ruidum","Med","High",4
"573","Censo","Guajira","T1P3","Ectatomma ruidum","Med","High",1
"574","recenso","Guajira","T1P3","Ectatomma ruidum","Med","High",6
"575","Censo","Cesar","T2P1","Ectatomma ruidum","Med","High",18
"576","Recenso","Cesar","T2P1","Ectatomma ruidum","Med","High",97
"577","Recenso","Tolima","T3P1","Ectatomma ruidum","Med","High",37
"578","Censo","Guajira","T1P3","Ectatomma tuberculatum","Med","High",1
"579","recenso","Guajira","T1P3","Ectatomma tuberculatum","Med","High",1
"580","recenso","Guajira","T1P3","Gnamptogenys striatula","Med","High",2
"581","Censo","Guajira","T1P3","Hylomyrma columbica","Med","High",3
"582","recenso","Guajira","T1P3","Hylomyrma columbica","Med","High",3
"583","Censo","Bolivar","T1P2","Hylomyrma reitteri","Med","High",7
"584","Recenso","Bolivar","T1P2","Hypoponera opacior","Med","High",3
"585","Recenso","Cesar","T1P2","Hypoponera opacior","Med","High",1
"586","Recenso","Cesar","T1P2","Labidus coecus","Med","High",2
"587","recenso","Guajira","T1P3","Labidus coecus","Med","High",4
"588","Censo","Tolima","T3P1","Labidus coecus","Med","High",1
"589","recenso","Cesar","T1P2","Leptogenys cf cuadrata","Med","High",1
"590","Censo","Bolivar","T1P2","Leptogenys ritae","Med","High",1
"591","Recenso","Huila","T1P1","Linepithema neotropicum","Med","High",1
"592","Censo","Tolima","T3P1","Linepithema neotropicum","Med","High",34
"593","Recenso","Tolima","T3P1","Linepithema neotropicum","Med","High",1
"594","Censo","Bolivar","T1P2","Mayaponera constricta","Med","High",3
"595","Recenso","Cesar","T1P2","Mayaponera constricta","Med","High",2
"596","recenso","Guajira","T1P3","Megalomyrmex drifti","Med","High",1
"597","Recenso","Cesar","T1P2","Megalomyrmex incisus","Med","High",7
"598","Recenso","Huila","T1P1","Monomorium floricola","Med","High",1
"599","Recenso","Bolivar","T1P2","Monomorium floricola","Med","High",1
"600","Recenso","Tolima","T3P1","Monomorium floricola","Med","High",10
"601","Recenso","Bolivar","T1P2","Mycocepurus smithii","Med","High",1
"602","Recenso","Tolima","T3P1","Myrmicocrypta urichi","Med","High",10
"603","Censo","Guajira","T1P3","Neocerapachys neotropicus","Med","High",1
"604","Censo","Bolivar","T1P2","Neoponera apicalis","Med","High",1
"605","Censo","Huila","T1P1","Neoponera verenae","Med","High",5
"606","Recenso","Huila","T1P1","Neoponera verenae","Med","High",1
"607","Recenso","Cesar","T1P2","Neoponera verenae","Med","High",5
"608","Censo","Guajira","T1P3","Neoponera verenae","Med","High",2
"609","Censo","Tolima","T3P1","Nesomyrmex pleuriticus","Med","High",1
"610","Recenso","Huila","T1P1","Nylanderia nodifera","Med","High",14
"611","Recenso","Bolivar","T1P2","Nylanderia nodifera","Med","High",50
"612","Recenso","Cesar","T1P2","Nylanderia nodifera","Med","High",4
"613","Censo","Tolima","T3P1","Nylanderia nodifera","Med","High",8
"614","Recenso","Tolima","T3P1","Nylanderia nodifera","Med","High",8
"615","Censo","Bolivar","T1P2","Nylanderia steinheili","Med","High",4
"616","Censo","Guajira","T1P3","Nylanderia steinheili","Med","High",10
"617","recenso","Guajira","T1P3","Nylanderia steinheili","Med","High",2
"618","Censo","Bolivar","T1P2","Octostruma amrishi","Med","High",1
"619","Censo","Guajira","T1P3","Octostruma amrishi","Med","High",7
"620","recenso","Guajira","T1P3","Octostruma amrishi","Med","High",6
"621","Censo","Huila","T1P1","Octostruma balzani","Med","High",2
"622","Recenso","Huila","T1P1","Octostruma balzani","Med","High",1
"623","Censo","Bolivar","T1P2","Octostruma balzani","Med","High",1
"624","Recenso","Cesar","T1P2","Octostruma balzani","Med","High",1
"625","Censo","Guajira","T1P3","Octostruma balzani","Med","High",3
"626","recenso","Guajira","T1P3","Octostruma balzani","Med","High",7
"627","Censo","Cesar","T2P1","Octostruma balzani","Med","High",1
"628","Censo","Guajira","T1P3","Octostruma iheringi","Med","High",3
"629","recenso","Guajira","T1P3","Octostruma iheringi","Med","High",3
"630","Censo","Guajira","T1P3","Octostruma impresa","Med","High",1
"631","Censo","Guajira","T1P3","Octostruma obtusidens","Med","High",1
"632","recenso","Guajira","T1P3","Octostruma obtusidens","Med","High",1
"633","Censo","Huila","T1P1","Odontomachus bauri","Med","High",1
"634","Recenso","Huila","T1P1","Odontomachus bauri","Med","High",2
"635","Censo","Bolivar","T1P2","Odontomachus bauri","Med","High",8
"636","Recenso","Bolivar","T1P2","Odontomachus bauri","Med","High",17
"637","recenso","Cesar","T1P2","Odontomachus bauri","Med","High",1
"638","Recenso","Cesar","T1P2","Odontomachus bauri","Med","High",5
"639","Censo","Guajira","T1P3","Odontomachus bauri","Med","High",5
"640","recenso","Guajira","T1P3","Odontomachus bauri","Med","High",1
"641","Censo","Cesar","T2P1","Odontomachus bauri","Med","High",4
"642","Censo","Tolima","T3P1","Odontomachus bauri","Med","High",27
"643","Censo","Huila","T1P1","Pachycondyla harpax","Med","High",3
"644","Recenso","Huila","T1P1","Pachycondyla harpax","Med","High",4
"645","Censo","Bolivar","T1P2","Pachycondyla harpax","Med","High",9
"646","Recenso","Bolivar","T1P2","Pachycondyla harpax","Med","High",4
"647","recenso","Cesar","T1P2","Pachycondyla harpax","Med","High",1
"648","Recenso","Cesar","T1P2","Pachycondyla harpax","Med","High",1
"649","Censo","Guajira","T1P3","Pachycondyla harpax","Med","High",12
"650","recenso","Guajira","T1P3","Pachycondyla harpax","Med","High",12
"651","Censo","Cesar","T2P1","Pachycondyla harpax","Med","High",1
"652","Recenso","Tolima","T3P1","Pachycondyla harpax","Med","High",2
"653","Censo","Bolivar","T1P2","Pachycondyla impressa","Med","High",2
"654","Recenso","Bolivar","T1P2","Pachycondyla impressa","Med","High",1
"655","Recenso","Cesar","T1P2","Pachycondyla impressa","Med","High",2
"656","Censo","Guajira","T1P3","Pachycondyla impressa","Med","High",1
"657","recenso","Guajira","T1P3","Pachycondyla impressa","Med","High",1
"658","Recenso","Cesar","T2P1","Pachycondyla impressa","Med","High",1
"659","Censo","Huila","T1P1","Pheidole","Med","High",17
"660","Recenso","Huila","T1P1","Pheidole","Med","High",28
"661","Recenso","Bolivar","T1P2","Pheidole","Med","High",29
"662","Recenso","Cesar","T1P2","Pheidole","Med","High",27
"663","Recenso","Cesar","T2P1","Pheidole","Med","High",17
"664","Censo","Tolima","T3P1","Pheidole","Med","High",21
"665","Recenso","Tolima","T3P1","Pheidole","Med","High",11
"666","Censo","Bolivar","T1P2","Pheidole scalaris","Med","High",5
"667","recenso","Cesar","T1P2","Pheidole scalaris","Med","High",9
"668","Censo","Guajira","T1P3","Pheidole scalaris","Med","High",1
"669","recenso","Guajira","T1P3","Pheidole scalaris","Med","High",3
"670","Censo","Cesar","T2P1","Pheidole scalaris","Med","High",5
"671","Recenso","Bolivar","T1P2","Pogonomyrmex mayri","Med","High",8
"672","Censo","Tolima","T3P1","Pseudomyrmex boopis","Med","High",1
"673","Recenso","Tolima","T3P1","Pseudomyrmex boopis","Med","High",1
"674","Censo","Bolivar","T1P2","Rasopone arhuaca","Med","High",3
"675","Recenso","Bolivar","T1P2","Rasopone arhuaca","Med","High",1
"676","Recenso","Cesar","T1P2","Rasopone arhuaca","Med","High",3
"677","Censo","Bolivar","T1P2","Rasopone ferruginea","Med","High",2
"678","Recenso","Bolivar","T1P2","Rasopone ferruginea","Med","High",1
"679","Censo","Guajira","T1P3","Rhopalothrix isthmica","Med","High",1
"680","Censo","Guajira","T1P3","Rogeria belti","Med","High",5
"681","recenso","Guajira","T1P3","Rogeria belti","Med","High",3
"682","recenso","Guajira","T1P3","Rogeria curvipubens","Med","High",1
"683","Censo","Bolivar","T1P2","Rogeria foreli","Med","High",1
"684","Censo","Guajira","T1P3","Rogeria foreli","Med","High",1
"685","recenso","Guajira","T1P3","Rogeria foreli","Med","High",2
"686","Censo","Cesar","T2P1","Rogeria foreli","Med","High",1
"687","Censo","Bolivar","T1P2","Sericomyrmex amabilis","Med","High",4
"688","Censo","Guajira","T1P3","Sericomyrmex amabilis","Med","High",2
"689","Recenso","Bolivar","T1P2","Sericomyrmex mayri","Med","High",2
"690","Censo","Huila","T1P1","Solenopsis","Med","High",5
"691","Recenso","Huila","T1P1","Solenopsis","Med","High",19
"692","Censo","Bolivar","T1P2","Solenopsis","Med","High",1
"693","Recenso","Bolivar","T1P2","Solenopsis","Med","High",18
"694","Recenso","Cesar","T1P2","Solenopsis","Med","High",14
"695","Recenso","Cesar","T2P1","Solenopsis","Med","High",14
"696","Censo","Tolima","T3P1","Solenopsis","Med","High",4
"697","Recenso","Tolima","T3P1","Solenopsis","Med","High",6
"698","Censo","Bolivar","T1P2","Solenopsis altinodis","Med","High",1
"699","Censo","Cesar","T2P1","Solenopsis altinodis","Med","High",1
"700","Censo","Bolivar","T1P2","Solenopsis azteca","Med","High",5
"701","Censo","Guajira","T1P3","Solenopsis azteca","Med","High",1
"702","recenso","Guajira","T1P3","Solenopsis azteca","Med","High",1
"703","Censo","Guajira","T1P3","Solenopsis bicolor","Med","High",1
"704","recenso","Guajira","T1P3","Solenopsis bicolor","Med","High",1
"705","Censo","Bolivar","T1P2","Solenopsis brevicornis","Med","High",1
"706","Censo","Bolivar","T1P2","Solenopsis cf. picea","Med","High",1
"707","recenso","Cesar","T1P2","Solenopsis cf. picea","Med","High",3
"708","recenso","Cesar","T1P2","Solenopsis geminata","Med","High",10
"709","Censo","Cesar","T2P1","Solenopsis geminata","Med","High",2
"710","recenso","Cesar","T1P2","Solenopsis pigmea","Med","High",1
"711","Censo","Guajira","T1P3","Solenopsis pigmea","Med","High",1
"712","Censo","Bolivar","T1P2","Solenopsis pollux","Med","High",8
"713","recenso","Cesar","T1P2","Solenopsis pollux","Med","High",2
"714","Censo","Guajira","T1P3","Solenopsis pollux","Med","High",6
"715","recenso","Guajira","T1P3","Solenopsis pollux","Med","High",4
"716","Censo","Cesar","T2P1","Solenopsis pollux","Med","High",1
"717","Censo","Guajira","T1P3","Solenopsis stricta","Med","High",1
"718","recenso","Cesar","T1P2","Solenopsis subterrranea","Med","High",2
"719","recenso","Guajira","T1P3","Solenopsis subterrranea","Med","High",2
"720","Censo","Cesar","T2P1","Solenopsis subterrranea","Med","High",5
"721","Censo","Bolivar","T1P2","Solenopsis vinsoni","Med","High",3
"722","Recenso","Bolivar","T1P2","Strumigenys deltisquama","Med","High",17
"723","Recenso","Cesar","T1P2","Strumigenys deltisquama","Med","High",20
"724","Censo","Bolivar","T1P2","Strumigenys denticulata","Med","High",1
"725","Censo","Guajira","T1P3","Strumigenys denticulata","Med","High",1
"726","Censo","Bolivar","T1P2","Strumigenys eggersi","Med","High",2
"727","Recenso","Bolivar","T1P2","Strumigenys elongata","Med","High",4
"728","Censo","Guajira","T1P3","Strumigenys elongata","Med","High",6
"729","recenso","Guajira","T1P3","Strumigenys elongata","Med","High",4
"730","Censo","Tolima","T3P1","Strumigenys elongata","Med","High",1
"731","Recenso","Tolima","T3P1","Strumigenys elongata","Med","High",1
"732","recenso","Cesar","T1P2","Strumigenys grytava","Med","High",1
"733","Recenso","Cesar","T1P2","Strumigenys grytava","Med","High",1
"734","Censo","Huila","T1P1","Strumigenys gundlachi","Med","High",3
"735","Recenso","Bolivar","T1P2","Strumigenys gundlachi","Med","High",6
"736","Recenso","Cesar","T2P1","Strumigenys gundlachi","Med","High",1
"737","Censo","Tolima","T3P1","Strumigenys gundlachi","Med","High",1
"738","Censo","Bolivar","T1P2","Strumigenys marginiventris","Med","High",1
"739","Censo","Guajira","T1P3","Strumigenys marginiventris","Med","High",1
"740","Censo","Cesar","T2P1","Strumigenys marginiventris","Med","High",1
"741","Recenso","Cesar","T2P1","Strumigenys marginiventris","Med","High",4
"742","Recenso","Huila","T1P1","Strumigenys perparva","Med","High",6
"743","recenso","Guajira","T1P3","Strumigenys spathula","Med","High",1
"744","Censo","Bolivar","T1P2","Strumigenys zeteki","Med","High",1
"745","Censo","Guajira","T1P3","Strumigenys zeteki","Med","High",1
"746","recenso","Guajira","T1P3","Strumigenys zeteki","Med","High",1
"747","recenso","Cesar","T1P2","Tapinoma melanocephalum","Med","High",1
"748","Censo","Tolima","T3P1","Tapinoma melanocephalum","Med","High",13
"749","Recenso","Huila","T1P1","Thaumatomyrmex zeteki","Med","High",1
"750","Recenso","Bolivar","T1P2","Thaumatomyrmex zeteki","Med","High",1
"751","recenso","Guajira","T1P3","Thaumatomyrmex zeteki","Med","High",1
"752","Censo","Cesar","T2P1","Trachymyrmex","Med","High",4
"753","Censo","Bolivar","T1P2","Trachymyrmex bugnioni","Med","High",2
"754","Recenso","Bolivar","T1P2","Trachymyrmex bugnioni","Med","High",1
"755","Censo","Cesar","T2P1","Trachymyrmex bugnioni","Med","High",2
"756","Recenso","Cesar","T2P1","Trachymyrmex bugnioni","Med","High",2
"757","Censo","Bolivar","T1P2","Trachymyrmex cornetzi","Med","High",2
"758","Recenso","Bolivar","T1P2","Trachymyrmex cornetzi","Med","High",4
"759","Censo","Guajira","T1P3","Trachymyrmex cornetzi","Med","High",3
"760","recenso","Guajira","T1P3","Trachymyrmex cornetzi","Med","High",1
"761","Censo","Tolima","T3P1","Trachymyrmex irmgardae","Med","High",2
"762","Recenso","Tolima","T3P1","Trachymyrmex irmgardae","Med","High",2
"763","Censo","Huila","T1P1","Tranopelta gilva","Med","High",1
"764","Recenso","Huila","T1P1","Tranopelta gilva","Med","High",1
"765","Recenso","Bolivar","T1P2","Tranopelta gilva","Med","High",1
"766","recenso","Cesar","T1P2","Tranopelta gilva","Med","High",2
"767","recenso","Guajira","T1P3","Trichomyrmex destructor","Med","High",1
"768","Censo","Tolima","T3P1","Trichomyrmex destructor","Med","High",34
"769","Censo","Huila","T1P1","Wasmannia auropunctata","Med","High",1
"770","Censo","Bolivar","T1P2","Wasmannia auropunctata","Med","High",7
"771","Recenso","Bolivar","T1P2","Wasmannia auropunctata","Med","High",3
"772","recenso","Cesar","T1P2","Wasmannia auropunctata","Med","High",9
"773","Recenso","Cesar","T1P2","Wasmannia auropunctata","Med","High",98
"774","Censo","Guajira","T1P3","Wasmannia auropunctata","Med","High",17
"775","recenso","Guajira","T1P3","Wasmannia auropunctata","Med","High",17
"776","Censo","Cesar","T2P1","Wasmannia auropunctata","Med","High",6
"777","Censo","Tolima","T3P1","Wasmannia auropunctata","Med","High",88
"778","Recenso","Tolima","T3P1","Wasmannia auropunctata","Med","High",8
"779","Censo","Huila","T1P1","Wasmannia rochai","Med","High",1
"780","Censo","Huila","T3P1","Acromyrmex nobilis","High","Low",1
"781","Censo","Valle","T1P3","Acromyrmex octospinosus","High","Low",2
"782","Censo","Huila","T3P1","Acromyrmex octospinosus","High","Low",1
"783","Recenso","Valle","T2P3","Acropyga fuhrmanni","High","Low",10
"784","Censo","Valle","T1P3","Anochetus diegensis","High","Low",1
"785","Recenso","Valle","T1P3","Anochetus diegensis","High","Low",2
"786","Censo","Valle","T2P3","Anochetus diegensis","High","Low",2
"787","Recenso","Valle","T2P3","Anochetus diegensis","High","Low",2
"788","Censo","Valle","T3P1","Anochetus diegensis","High","Low",5
"789","Recenso","Valle","T3P1","Anochetus diegensis","High","Low",1
"790","Censo","Bolivar","T3P3","Anochetus emarginatus","High","Low",1
"791","Censo","Bolivar","T3P3","Anochetus inermis","High","Low",1
"792","Censo","Valle","T1P3","Anochetus mayri","High","Low",3
"793","Recenso","Valle","T1P3","Anochetus mayri","High","Low",1
"794","Recenso","Valle","T2P3","Anochetus mayri","High","Low",1
"795","Censo","Guajira","T3P2","Anochetus mayri","High","Low",1
"796","Censo","Bolivar","T3P3","Apterostigma dentigerum","High","Low",1
"797","Censo","Bolivar","T3P3","Apterostigma pilosum","High","Low",1
"798","Censo","Valle","T3P1","Atta cephalotes","High","Low",21
"799","Recenso","Valle","T1P3","Atta colombica","High","Low",1
"800","Censo","Bolivar","T3P3","Atta colombica","High","Low",1
"801","Recenso","Bolivar","T3P3","Atta colombica","High","Low",1
"802","Recenso","Valle","T3P1","Azteca schumanni","High","Low",1
"803","Censo","Bolivar","T3P3","Azteca velox","High","Low",1
