"","Departamento","Estacion","Familia","Especie","PlotAsoc","Trans_c","individuos"
"1759","Huila","Lluviosa","Furnariidae","Lepidocolaptes souleyetii","T2P1","Low",1
"1760","Huila","Seca","Furnariidae","Lepidocolaptes souleyetii","T2P1","Low",1
"1761","Tolima","Lluviosa","Trochilidae","Lepidopyga goudoti","T2P1","Low",1
"1762","Huila","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T2P1","Low",1
"1763","Tolima","Lluviosa","Tyrannidae","Leptopogon amaurocephalus","T2P1","Low",1
"1764","Guajira","Seca","Tyrannidae","Leptopogon amaurocephalus","T2P1","Low",1
"1765","Tolima","Seca","Tyrannidae","Leptopogon amaurocephalus","T2P1","Low",2
"1766","Bolívar","Lluviosa","Columbidae","Leptotila verreauxi","T2P1","Low",3
"1767","Guajira","Lluviosa","Columbidae","Leptotila verreauxi","T2P1","Low",1
"1768","Huila","Lluviosa","Columbidae","Leptotila verreauxi","T2P1","Low",2
"1769","Tolima","Lluviosa","Columbidae","Leptotila verreauxi","T2P1","Low",2
"1770","Bolívar","Seca","Columbidae","Leptotila verreauxi","T2P1","Low",2
"1771","Guajira","Seca","Columbidae","Leptotila verreauxi","T2P1","Low",2
"1772","Huila","Seca","Columbidae","Leptotila verreauxi","T2P1","Low",4
"1773","Tolima","Seca","Columbidae","Leptotila verreauxi","T2P1","Low",3
"1774","Guajira","Lluviosa","Pipridae","Manacus manacus","T2P1","Low",6
"1775","Huila","Lluviosa","Pipridae","Manacus manacus","T2P1","Low",3
"1776","Huila","Seca","Pipridae","Manacus manacus","T2P1","Low",1
"1777","Bolívar","Lluviosa","Tyrannidae","Megarynchus pitangua","T2P1","Low",1
"1778","Tolima","Lluviosa","Tyrannidae","Megarynchus pitangua","T2P1","Low",1
"1779","Bolívar","Lluviosa","Picidae","Melanerpes rubricapillus","T2P1","Low",1
"1780","Huila","Lluviosa","Picidae","Melanerpes rubricapillus","T2P1","Low",1
"1781","Guajira","Lluviosa","Troglodytidae","Microcerculus marginatus","T2P1","Low",3
"1782","Guajira","Seca","Troglodytidae","Microcerculus marginatus","T2P1","Low",2
